task_id,status,input_tokens,output_tokens,total_tokens,calls,judgment_file
T01_R01_C01,ok,5813,959,6772,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C01.judgment.json
T01_R01_C01_A01,ok,12164,477,12641,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C01_A01.judgment.json
T01_R01_C01_A02,ok,7159,671,7830,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C01_A02.judgment.json
T01_R01_C01_A03,ok,5992,711,6703,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C01_A03.judgment.json
T01_R01_C02,ok,14774,944,15718,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C02.judgment.json
T01_R01_C02_A01,ok,19526,906,20432,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C02_A01.judgment.json
T01_R01_C02_A02,ok,15211,1858,17069,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C02_A02.judgment.json
T01_R01_C02_A03,ok,14050,1105,15155,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C02_A03.judgment.json
T01_R01_C03,ok,7693,727,8420,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C03.judgment.json
T01_R01_C03_A01,ok,12448,756,13204,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C03_A01.judgment.json
T01_R01_C03_A02,ok,12527,786,13313,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C03_A02.judgment.json
T01_R01_C03_A03,ok,12126,3147,15273,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R01_C03_A03.judgment.json
T01_R02_C01,ok,10580,762,11342,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C01.judgment.json
T01_R02_C01_A01,ok,11942,979,12921,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C01_A01.judgment.json
T01_R02_C01_A02,ok,15133,693,15826,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C01_A02.judgment.json
T01_R02_C01_A03,ok,10437,1063,11500,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C01_A03.judgment.json
T01_R02_C02,ok,29574,950,30524,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C02.judgment.json
T01_R02_C02_A01,ok,33093,868,33961,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C02_A01.judgment.json
T01_R02_C02_A02,ok,32898,2379,35277,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C02_A02.judgment.json
T01_R02_C02_A03,ok,20043,856,20899,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C02_A03.judgment.json
T01_R02_C03,ok,20967,850,21817,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C03.judgment.json
T01_R02_C03_A01,ok,29495,797,30292,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C03_A01.judgment.json
T01_R02_C03_A02,ok,29097,756,29853,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C03_A02.judgment.json
T01_R02_C03_A03,ok,30990,1644,32634,1,OPENCODE_DEEPSEEK_V4_FLASH__T01_R02_C03_A03.judgment.json
T02_R01_C01,ok,11401,1120,12521,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C01.judgment.json
T02_R01_C01_A01,ok,16913,1273,18186,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C01_A01.judgment.json
T02_R01_C01_A02,ok,12629,1090,13719,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C01_A02.judgment.json
T02_R01_C01_A03,ok,12016,1382,13398,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C01_A03.judgment.json
T02_R01_C02,ok,18713,1042,19755,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C02.judgment.json
T02_R01_C02_A01,ok,24147,1327,25474,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C02_A01.judgment.json
T02_R01_C02_A02,ok,22193,1171,23364,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C02_A02.judgment.json
T02_R01_C02_A03,ok,22703,645,23348,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C02_A03.judgment.json
T02_R01_C03,ok,8549,1148,9697,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C03.judgment.json
T02_R01_C03_A01,ok,9117,1436,10553,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C03_A01.judgment.json
T02_R01_C03_A02,ok,12652,1431,14083,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C03_A02.judgment.json
T02_R01_C03_A03,ok,10312,1240,11552,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R01_C03_A03.judgment.json
T02_R02_C01,ok,23270,1153,24423,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C01.judgment.json
T02_R02_C01_A01,ok,15883,789,16672,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C01_A01.judgment.json
T02_R02_C01_A02,ok,18011,801,18812,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C01_A02.judgment.json
T02_R02_C01_A03,ok,20142,806,20948,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C01_A03.judgment.json
T02_R02_C02,ok,11758,507,12265,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C02.judgment.json
T02_R02_C02_A01,ok,9864,593,10457,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C02_A01.judgment.json
T02_R02_C02_A02,ok,8422,582,9004,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C02_A02.judgment.json
T02_R02_C02_A03,ok,15447,618,16065,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C02_A03.judgment.json
T02_R02_C03,ok,10392,1015,11407,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C03.judgment.json
T02_R02_C03_A01,ok,12014,1080,13094,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C03_A01.judgment.json
T02_R02_C03_A02,ok,12676,2287,14963,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C03_A02.judgment.json
T02_R02_C03_A03,ok,11021,918,11939,1,OPENCODE_DEEPSEEK_V4_FLASH__T02_R02_C03_A03.judgment.json
T03_R01_C01,ok,34222,925,35147,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C01.judgment.json
T03_R01_C01_A01,ok,32735,544,33279,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C01_A01.judgment.json
T03_R01_C01_A02,ok,18379,895,19274,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C01_A02.judgment.json
T03_R01_C01_A03,ok,17700,793,18493,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C01_A03.judgment.json
T03_R01_C02,ok,80298,638,80936,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C02.judgment.json
T03_R01_C02_A01,ok,53711,852,54563,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C02_A01.judgment.json
T03_R01_C02_A02,ok,61142,1334,62476,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C02_A02.judgment.json
T03_R01_C02_A03,ok,59893,1070,60963,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C02_A03.judgment.json
T03_R01_C03,ok,30175,883,31058,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C03.judgment.json
T03_R01_C03_A01,ok,18822,835,19657,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C03_A01.judgment.json
T03_R01_C03_A02,ok,36683,935,37618,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C03_A02.judgment.json
T03_R01_C03_A03,ok,28171,1324,29495,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R01_C03_A03.judgment.json
T03_R02_C01,ok,37232,627,37859,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C01.judgment.json
T03_R02_C01_A01,ok,38762,476,39238,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C01_A01.judgment.json
T03_R02_C01_A02,ok,39712,944,40656,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C01_A02.judgment.json
T03_R02_C01_A03,ok,35700,1134,36834,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C01_A03.judgment.json
T03_R02_C02,ok,13477,686,14163,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C02.judgment.json
T03_R02_C02_A01,ok,39238,828,40066,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C02_A01.judgment.json
T03_R02_C02_A02,ok,27106,3920,31026,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C02_A02.judgment.json
T03_R02_C02_A03,ok,13922,1530,15452,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C02_A03.judgment.json
T03_R02_C03,ok,13733,1129,14862,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C03.judgment.json
T03_R02_C03_A01,ok,10993,1399,12392,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C03_A01.judgment.json
T03_R02_C03_A02,ok,12561,1330,13891,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C03_A02.judgment.json
T03_R02_C03_A03,ok,9614,831,10445,1,OPENCODE_DEEPSEEK_V4_FLASH__T03_R02_C03_A03.judgment.json
T04_R01_C01,ok,12972,1009,13981,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C01.judgment.json
T04_R01_C01_A01,ok,13390,970,14360,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C01_A01.judgment.json
T04_R01_C01_A02,ok,13609,857,14466,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C01_A02.judgment.json
T04_R01_C01_A03,ok,17355,918,18273,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C01_A03.judgment.json
T04_R01_C02,ok,11268,1034,12302,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C02.judgment.json
T04_R01_C02_A01,ok,13776,908,14684,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C02_A01.judgment.json
T04_R01_C02_A02,ok,14905,1459,16364,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C02_A02.judgment.json
T04_R01_C02_A03,ok,11991,1038,13029,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C02_A03.judgment.json
T04_R01_C03,ok,9229,1356,10585,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C03.judgment.json
T04_R01_C03_A01,ok,5017,870,5887,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C03_A01.judgment.json
T04_R01_C03_A02,ok,11015,858,11873,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C03_A02.judgment.json
T04_R01_C03_A03,ok,10845,1512,12357,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R01_C03_A03.judgment.json
T04_R02_C01,ok,8159,802,8961,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C01.judgment.json
T04_R02_C01_A01,ok,8506,1363,9869,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C01_A01.judgment.json
T04_R02_C01_A02,ok,7904,1327,9231,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C01_A02.judgment.json
T04_R02_C01_A03,ok,8386,785,9171,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C01_A03.judgment.json
T04_R02_C02,ok,20245,632,20877,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C02.judgment.json
T04_R02_C02_A01,ok,14925,684,15609,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C02_A01.judgment.json
T04_R02_C02_A02,ok,13519,1948,15467,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C02_A02.judgment.json
T04_R02_C02_A03,ok,13827,1174,15001,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C02_A03.judgment.json
T04_R02_C03,ok,13020,789,13809,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C03.judgment.json
T04_R02_C03_A01,ok,17424,1300,18724,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C03_A01.judgment.json
T04_R02_C03_A02,ok,16132,656,16788,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C03_A02.judgment.json
T04_R02_C03_A03,ok,20305,1331,21636,1,OPENCODE_DEEPSEEK_V4_FLASH__T04_R02_C03_A03.judgment.json
T05_R01_C01,ok,25338,1302,26640,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C01.judgment.json
T05_R01_C01_A01,ok,30102,2390,32492,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C01_A01.judgment.json
T05_R01_C01_A02,ok,36792,1663,38455,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C01_A02.judgment.json
T05_R01_C01_A03,ok,26559,1131,27690,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C01_A03.judgment.json
T05_R01_C02,ok,34386,641,35027,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C02.judgment.json
T05_R01_C02_A01,ok,30950,931,31881,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C02_A01.judgment.json
T05_R01_C02_A02,ok,43268,996,44264,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C02_A02.judgment.json
T05_R01_C02_A03,ok,34231,690,34921,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C02_A03.judgment.json
T05_R01_C03,ok,4995,1848,6843,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C03.judgment.json
T05_R01_C03_A01,ok,7366,1654,9020,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C03_A01.judgment.json
T05_R01_C03_A02,ok,8655,1475,10130,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C03_A02.judgment.json
T05_R01_C03_A03,ok,5368,936,6304,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R01_C03_A03.judgment.json
T05_R02_C01,ok,17912,463,18375,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C01.judgment.json
T05_R02_C01_A01,ok,39133,1373,40506,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C01_A01.judgment.json
T05_R02_C01_A02,ok,31471,559,32030,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C01_A02.judgment.json
T05_R02_C01_A03,ok,41171,1283,42454,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C01_A03.judgment.json
T05_R02_C02,ok,3373,531,3904,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C02.judgment.json
T05_R02_C02_A01,ok,4278,868,5146,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C02_A01.judgment.json
T05_R02_C02_A02,ok,5196,1101,6297,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C02_A02.judgment.json
T05_R02_C02_A03,ok,8737,1018,9755,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C02_A03.judgment.json
T05_R02_C03,ok,7137,396,7533,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C03.judgment.json
T05_R02_C03_A01,ok,4835,1108,5943,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C03_A01.judgment.json
T05_R02_C03_A02,ok,5557,541,6098,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C03_A02.judgment.json
T05_R02_C03_A03,ok,11006,828,11834,1,OPENCODE_DEEPSEEK_V4_FLASH__T05_R02_C03_A03.judgment.json
T06_R01_C01,ok,20519,1149,21668,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C01.judgment.json
T06_R01_C01_A01,ok,20735,949,21684,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C01_A01.judgment.json
T06_R01_C01_A02,ok,23362,742,24104,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C01_A02.judgment.json
T06_R01_C01_A03,ok,16662,809,17471,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C01_A03.judgment.json
T06_R01_C02,ok,35166,818,35984,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C02.judgment.json
T06_R01_C02_A01,ok,41719,1166,42885,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C02_A01.judgment.json
T06_R01_C02_A02,ok,49054,742,49796,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C02_A02.judgment.json
T06_R01_C02_A03,ok,56303,1143,57446,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C02_A03.judgment.json
T06_R01_C03,ok,49548,707,50255,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C03.judgment.json
T06_R01_C03_A01,ok,14549,1258,15807,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C03_A01.judgment.json
T06_R01_C03_A02,ok,23564,1064,24628,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C03_A02.judgment.json
T06_R01_C03_A03,ok,14666,1077,15743,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R01_C03_A03.judgment.json
T06_R02_C01,ok,4317,1043,5360,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C01.judgment.json
T06_R02_C01_A01,ok,4515,1210,5725,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C01_A01.judgment.json
T06_R02_C01_A02,ok,4712,1102,5814,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C01_A02.judgment.json
T06_R02_C01_A03,ok,4692,991,5683,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C01_A03.judgment.json
T06_R02_C02,ok,48442,508,48950,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C02.judgment.json
T06_R02_C02_A01,ok,3888,870,4758,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C02_A01.judgment.json
T06_R02_C02_A02,ok,3934,854,4788,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C02_A02.judgment.json
T06_R02_C02_A03,ok,34399,586,34985,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C02_A03.judgment.json
T06_R02_C03,ok,53660,564,54224,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C03.judgment.json
T06_R02_C03_A01,ok,59682,652,60334,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C03_A01.judgment.json
T06_R02_C03_A02,ok,404104,627,404731,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C03_A02.judgment.json
T06_R02_C03_A03,ok,51384,761,52145,1,OPENCODE_DEEPSEEK_V4_FLASH__T06_R02_C03_A03.judgment.json
T07_R01_C01,ok,31832,1270,33102,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C01.judgment.json
T07_R01_C01_A01,ok,10305,602,10907,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C01_A01.judgment.json
T07_R01_C01_A02,ok,12196,456,12652,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C01_A02.judgment.json
T07_R01_C01_A03,ok,11415,1170,12585,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C01_A03.judgment.json
T07_R01_C02,ok,16273,499,16772,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C02.judgment.json
T07_R01_C02_A01,ok,11544,933,12477,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C02_A01.judgment.json
T07_R01_C02_A02,ok,12759,603,13362,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C02_A02.judgment.json
T07_R01_C02_A03,ok,12590,999,13589,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C02_A03.judgment.json
T07_R01_C03,ok,5469,718,6187,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C03.judgment.json
T07_R01_C03_A01,ok,4605,905,5510,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C03_A01.judgment.json
T07_R01_C03_A02,ok,7776,1186,8962,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C03_A02.judgment.json
T07_R01_C03_A03,ok,4843,1450,6293,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R01_C03_A03.judgment.json
T07_R02_C01,ok,100511,371,100882,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C01.judgment.json
T07_R02_C01_A01,ok,97701,1493,99194,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C01_A01.judgment.json
T07_R02_C01_A02,ok,179285,902,180187,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C01_A02.judgment.json
T07_R02_C01_A03,ok,96277,950,97227,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C01_A03.judgment.json
T07_R02_C02,ok,5257,922,6179,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C02.judgment.json
T07_R02_C02_A01,ok,5954,1020,6974,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C02_A01.judgment.json
T07_R02_C02_A02,ok,4325,1044,5369,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C02_A02.judgment.json
T07_R02_C02_A03,ok,5429,850,6279,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C02_A03.judgment.json
T07_R02_C03,ok,2470,938,3408,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C03.judgment.json
T07_R02_C03_A01,ok,3950,2042,5992,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C03_A01.judgment.json
T07_R02_C03_A02,ok,4885,790,5675,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C03_A02.judgment.json
T07_R02_C03_A03,ok,3568,1023,4591,1,OPENCODE_DEEPSEEK_V4_FLASH__T07_R02_C03_A03.judgment.json
T08_R01_C01,ok,5755,1035,6790,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C01.judgment.json
T08_R01_C01_A01,ok,15123,2565,17688,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C01_A01.judgment.json
T08_R01_C01_A02,ok,5045,628,5673,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C01_A02.judgment.json
T08_R01_C01_A03,ok,4899,1110,6009,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C01_A03.judgment.json
T08_R01_C02,ok,4281,674,4955,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C02.judgment.json
T08_R01_C02_A01,ok,4431,1184,5615,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C02_A01.judgment.json
T08_R01_C02_A02,ok,4661,1088,5749,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C02_A02.judgment.json
T08_R01_C02_A03,ok,19308,573,19881,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C02_A03.judgment.json
T08_R01_C03,ok,11289,1019,12308,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C03.judgment.json
T08_R01_C03_A01,ok,6660,1068,7728,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C03_A01.judgment.json
T08_R01_C03_A02,ok,9171,560,9731,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C03_A02.judgment.json
T08_R01_C03_A03,ok,13337,1388,14725,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R01_C03_A03.judgment.json
T08_R02_C01,ok,5914,879,6793,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C01.judgment.json
T08_R02_C01_A01,ok,6692,686,7378,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C01_A01.judgment.json
T08_R02_C01_A02,ok,3479,1126,4605,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C01_A02.judgment.json
T08_R02_C01_A03,ok,3646,573,4219,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C01_A03.judgment.json
T08_R02_C02,ok,14477,284,14761,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C02.judgment.json
T08_R02_C02_A01,ok,8301,1059,9360,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C02_A01.judgment.json
T08_R02_C02_A02,ok,10520,1171,11691,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C02_A02.judgment.json
T08_R02_C02_A03,ok,7864,970,8834,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C02_A03.judgment.json
T08_R02_C03,ok,7326,991,8317,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C03.judgment.json
T08_R02_C03_A01,ok,8339,726,9065,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C03_A01.judgment.json
T08_R02_C03_A02,ok,8546,1767,10313,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C03_A02.judgment.json
T08_R02_C03_A03,ok,7508,968,8476,1,OPENCODE_DEEPSEEK_V4_FLASH__T08_R02_C03_A03.judgment.json
